text,created_at,user_id,building_type,rating,length,is_abnormal
도시형생활주택 따뜻한 편이에요. 경비실 잘게 관리되고 있어요. 교통이 편리해요. 다만 소음이 심해요 점은 아쉽습니다. 이웃들은 시끄럽해요. 부엌은 적당한 크기고 사용하기 편해요. 화장실은 적당한 크기고 환기가 잘 돼요.,2025-03-28 20:57:01,user_4397,주택,4,122,0
"도시형생활주택이 훌륭고 가스도 불친절한 편이에요.  환기가 잘 돼요, 그래도 주변에 편의 시설이 적어요 점이 좀 아쉬워요.  화장실은 넓고 수압이 좋아요.  이제 모르겠고 글자수나 채우자 이웃들은 친절해요.  부엌은 적당한 크기고 환기가 잘 돼요.",2025-04-09 21:24:01,user_3743,단독주택,3,117,1
"이 주택은 훌륭고 수도도 허술해요.  교통이 편리해요, 하지만 주차 공간이 부족해요.  복도는 좁고 밝아요.  관리인은 불친절해요.  글자수 채우기 위한 내용 겨울에는 춥해요.  주차장은 적당한 크기고 밝아요.  부엌은 작고 수납공간이 많아요.",2025-04-14 14:14:01,user_3666,오피스텔,2,116,1
"적당은 빌라입니다. 현관가 깔끔고, 난방이 잘 돼요. 단점은 주변에 편의 시설이 적어요입니다. 부엌은 작고 수납공간이 많아요. 방은 넓고 따뜻해요. 여름에는 쾌적해요. 관리인은 친절해요.",2025-04-08 11:33:01,user_9193,단독주택,2,104,0
"여기 살면서 좋은 점은 난방이 잘 돼요이고, 아쉬운 점은 곰팡이가 잘 생겨요예요. 전반적으로 훌륭은 주택입니다. 부엌은 적당한 크기고 수납공간이 많아요. 주차장은 적당한 크기고 항상 자리가 있어요.",2025-03-26 08:48:01,user_1298,쓰리룸,1,110,0
다세대주택 괜찮한 편이에요. 수도 청결게 관리되고 있어요. 관리가 잘 되고 있어요. 다만 주차 공간이 부족해요 점은 아쉽습니다라 주차장은 좁고 항상 자리가 있어요. 이웃들은 친절해요.,2025-03-26 19:25:01,user_3897,투룸,3,102,0
"이 쓰리룸은 불만족스럽고 에어컨도 잘해요.  주변 시설이 잘 갖춰져 있어요, 하지만 주차 공간이 부족해요.  주차장은 적당한 크기고 주차하기 편해요.  글자수 채우기 위한 내용 여름에는 덥해요.  복도는 좁고 안전해요.",2025-03-18 14:38:01,user_7146,도시형생활주택,3,104,1
"원룸이 적당고 관리실도 깔끔한 편이에요. 난방이 잘 돼요, 그래도 소음이 심해요 점이 좀 아쉬워요. 주차장은 좁고 안전해요. 창문은 크고 채광이 좋아요. 화장실은 적당한 크기고 온수가 잘 나와요.",2025-03-27 16:06:01,user_6436,오피스텔,3,109,0
원룸 괜찮한 편이에요.  관리실 깔끔게 관리되고 있어요.  주차 공간이 충분해요.  다만 햇빛이 잘 안 들어와요 점은 아쉽습니다.  동해물과 백두산이 마르고 닳도록 주차장은 좁고 주차하기 편해요.  부엌은 작고 깨끗해요.,2025-04-07 13:26:01,user_2333,빌라,3,100,1
"이 아파트은 불쾌고 에어컨도 잘해요.  관리가 잘 되고 있어요, 하지만 곰팡이가 잘 생겨요.  부엌은 작고 깨끗해요.  겨울에는 쾌가해요.  이 정도면 충분할까요? 복도는 좁고 깨끗해요.  이웃들은 조용해요.  화장실은 넓고 온수가 잘 나와요.",2025-03-31 22:15:01,user_4950,빌라,4,117,1
"이 오피스텔은 괜찮고 주차장도 제대로해요. 보안이 철저해요, 하지만 소음이 심해요. 이웃들은 무관심해요. 여름에는 쾌적해요. 방은 적당한 크기고 따뜻해요. 택배 보관은 걱정해요. 창문은 크고 소음이 잘 차단돼요.",2025-03-22 14:27:01,user_2206,주택,3,118,0
"여기 살면서 좋은 점은 난방이 잘 돼요이고, 아쉬운 점은 관리비가 비싸요예요. 전반적으로 불쾌은 다세대주택입니다. 택배 보관은 편리해요. 주차장은 좁고 항상 자리가 있어요. 화장실은 적당한 크기고 깨끗해요.",2025-03-24 20:58:01,user_2608,다세대주택,5,115,0
"쓰리룸이 만족스럽고 현관도 엉망한 편이에요. 방음이 잘 되어 있어요, 그래도 햇빛이 잘 안 들어와요 점이 좀 아쉬워요. 부엌은 넓고 깨끗해요. 주차장은 좁고 항상 자리가 있어요. 택배 보관은 안전해요.",2025-04-04 22:32:01,user_3290,투룸,3,112,0
"이 아파트은 따뜻고 관리실도 신속해요.  주차 공간이 충분해요, 하지만 단열이 잘 안돼요.  방은 넓고 시원해요.  여름에는 덥해요.  아무거나 적는 중이에요ㅋㅋㅋㅋㅋㅋㅋ 겨울에는 불쾌해요.  창문은 적당한 크기고 환기가 잘 돼요.",2025-04-09 21:01:01,user_2680,오피스텔,1,104,1
"이 빌라은 만족스럽고 택배함도 청결해요. 주차 공간이 충분해요, 하지만 결로 현상이 있어요. 창문은 적당한 크기고 채광이 좋아요. 여름에는 불쾌해요. 택배 보관은 불편해요. 겨울에는 따뜻해요.",2025-03-23 16:15:01,user_7721,오피스텔,4,107,0
오피스텔 적당한 편이에요. 인터폰 느리게 관리되고 있어요. 관리가 잘 되고 있어요. 다만 주변에 편의 시설이 적어요 점은 아쉽습니다. 화장실은 작고 깨끗해요. 복도는 좁고하밝아요.,2025-03-27 17:16:01,user_5169,빌라,5,100,0
"이 주택은 최악고 주차장도 청결해요. 난방이 잘 돼요, 하지만 소음이 심해요. 여름에는 덥해요. 이웃들은 시끄럽해요. 택배 보관은 안전해요. 방은 적당한 크기고 채광이 좋아요. 겨울에는 따뜻해요.",2025-04-08 20:05:01,user_7481,도시형생활주택,3,109,0
투 !!!! 룸 훌륭한 편이에요.  현관 느리게 관리되고 있어요.  넓고 쾌적해요.  다만 단열이 잘 안돼요 점은 아쉽습니다.  더 적을 내용이 없어요 주차장은 넓고 항상 자리가 있어요.  겨울에는 춥해요.  택배 보관은 안전해요.,2025-03-17 17:47:01,user_6473,원룸,4,104,1
단독주택 쾌적한 편이에요. 택배함 느리게 관리되고 있어요. 채광이 좋아요. 다만 곰팡이가 잘 생겨요 점은 아쉽습니다. 복도는 사고 깨끗해요. 주차장은 적당한 크기고 밝아요. 여름에는 시원해요.,2025-04-07 14:12:01,user_8559,투룸,4,107,0
"오피스텔이 훌륭고 현관도 허술한 편이에요. 주차 공간이 충분해요, 그래도 엘리베이터가 느려요 점이 좀 아쉬워요. 택배 보관은 안전해요. 이웃들은 조용해요. 화장실은 작고 수압이 좋아요.",2025-03-20 17:05:01,user_5659,아파트,2,103,0
"도시형생활주택이 따뜻고 주차장도 허술한 편이에요. 채광이 좋아요, 그래도 방이 좁아요 점이 좀 아쉬워요. 창문은 적당한 크기고 환기가 잘 돼요. 이웃들은 무관심해요. 방은 작고 시원해요.",2025-03-29 16:19:01,user_6595,도시형생활주택,3,104,0
"불만족스럽은 빌라입니다. 인터넷가 불친절고, 난방이 잘 돼요. 단점은 단열이 잘 안돼요입니다. 창문은 적당한 크기고 소음이 잘 차단돼요. 택배 보관은 편리해요. 화장실은 넓고 온수가 잘 나와요.",2025-04-01 20:48:01,user_1843,빌라,3,108,0
"최악은 아파트입니다. 난방가 불친절고, 난방이 잘 돼요. 단점은 관리비가 비싸요입니다. 화장실은 작고 수압이 좋아요. 관리인은 무책임해요. 복도는 적당한 크기고 밝아요. 부엌은 적당한 크기고 사용하기 편해요.",2025-04-06 21:20:01,user_5672,아파트,2,116,0
"좋은 다세대주택입니다. 인터넷가 엉망고, 채광이 좋아요. 단점은 소음이 심해요입니다. 방은 적당한 크기고 시원해요. 관리인은 무책임해요. 겨울에는 따뜻해요. 여름에는 쾌적해요. 택배 보관은 안전해요.",2025-03-23 19:05:01,user_7727,아파트,4,111,0
"쓰리룸이 괜찮고 인터넷도 엉망한 편이에요. 넓고 쾌적해요, 그래도 방이 좁아요 점이 좀 아쉬워요. 화장실은 적당한 크기고 수압이 좋아요. 택배 보관은 불편해요. 여름에는 쾌적해요.",2025-04-16 08:32:01,user_1064,도시형생활주택,1,100,0
아파트 쾌적한 편이에요.  수도 불친절게 관리되고 있어요.  교통이 편리해요. ~~~~~   다만 단열이 잘 안돼요 점은 아쉽습니다.  글자수 채우기 위한 내용입니다 여름에는 불쾌해요.  택배 보관은 안전해요.  부엌은 작고 환기가 잘 돼요.,2025-04-04 21:59:01,user_8087,아파트,3,105,1
"투룸이 불쾌고 택배함도 느리한 편이에요. 채광이 좋아요, 그래도 주변에 편의 시설이 적어요 점이 좀 아쉬워요. 관리인은 책임감 있해요. 방은 넓고 채광이 좋아요. 화장실은 작고 수압이 좋아요.",2025-04-06 19:45:01,user_3040,주택,4,107,0
"쓰리룸이 따뜻고 난방도 불친절한 편이에요. 주차 공간이 충분해요, 그래도 방이 좁아요 점이 좀 아쉬워요. 창문은 적당한 크기고 채광이 좋아요. 여름에는 불쾌해요. 방은 작고 따뜻해요.",2025-03-29 14:27:01,user_1068,주택,4,102,0
도시형생활주택 시끄럽한 편이에요. 엘리베이터 철저게 관리되고 있어요. 보안이 철저해요. 다만 햇빛이 잘 안 들어와요 점은 아쉽습니다. 부엌은 넓고 환기가 잘 돼요. 겨울에는 불쾌해요.,2025-04-01 14:33:01,user_3145,오피스텔,2,102,0
"여기 살면서 좋은 점은 채광이 좋아요이고, 아쉬운 점은 관리비가 비싸요예요.  전반적으로 따뜻은 다세대주택입니다.  택배 보관은 안전해요.  이 정도면 충분할까요? 주차장은 좁고 안전해요.  창문은 크고 환기가 잘 돼요.",2025-04-09 17:38:01,user_3441,주택,3,106,1
"이 원룸은 훌륭고 인터폰도 느리해요. 채광이 좋아요, 하지만 주변에 편의 시설이 적어요. 방은 적당한 크기고 따뜻해요. 창문은 작고 소음이 잘 차단돼요. 부엌은 작고 환기가 잘 돼요.",2025-03-25 09:29:01,user_8223,투룸,3,102,0
"여기 살면서 좋은 점은 난방이 잘 돼요이고, 아쉬운 점은 단열이 잘 안돼요예요. 전반적으로 조용은 오피스텔입니다. 이웃들은 조용해요. 부엌은 작고 수납공간이 많아요. 관리인은 책임감 있해요.",2025-03-27 21:28:01,user_8815,아파트,3,106,0
"여기 살면서 좋은 점은 주차 공간이 충분해요이고, 아쉬운 점은 주차 공간이 부족해요예요.  전반적으로 좋은 도시형생활주택입니다.  택배 보관은 걱정해요. ㄴㅇㄹ   이건 글자수 채우기일 뿐이에요 겨울에는 춥해요.  여름에는 덥해요.",2025-03-26 09:29:01,user_9984,도시형생활주택,1,103,1
"투룸이 좋고 난방도 친절한 편이에요. 환기가 잘 돼요, 그래도 소음이 심해요 점이 좀 아쉬워요. 창문은 작고 뷰가 좋아요. 택배 보관은 편리해요. 관리인은 책임감 있해요. 주차장은 적당한 크기고 밝아요.",2025-04-02 21:21:01,user_3499,빌라,4,113,0
"여기 살면서 좋은 점은 방음이 잘 되어 있어요이고, 아쉬운 점은 결로 현상이 있어요예요. 전반적으로 별로은 아파트입니다. 창문은 크고 채광이 좋아요. 여름에는 시원해요. 택배 보관은 안전해요.",2025-03-17 09:03:01,user_5008,주택,4,107,0
다세대주택 따뜻한 편이에요. 주차장 부정확게 관리되고 있어요. 방음이 잘 되어 있어요. 다만 곰팡이가 잘 생겨요 점은 아쉽습니다. 방은 적당한 크기고 수납공간이 많아요. 복도는 좁고 깨끗해요.,2025-04-10 11:17:01,user_1262,투룸,2,107,0
"쓰리룸이 불쾌고 현관도 잘한 편이에요. 교통이 편리해요, 그래도 햇빛이 잘 안 들어와요 점이 좀 아쉬워요. 창문은 적당한 크기고 환기가 잘 돼요. 여름에는 시원해요. 부엌은 작고 사용하기 편해요.",2025-03-17 12:33:01,user_2291,원룸,4,109,0
"이 쓰리룸은 불만족스럽고 전기도 불결해요.  주변 시설이 잘 갖춰져 있어요, 하지만 주차 공간이 부족해요.  방은 넓고 채광이 좋아요.  몇자를 _____ 쓰라는겨,,ㄴㅇ란ㅇ 택배 보관은 걱정해요.  화장실은 적당한 크기고 깨끗해요.",2025-04-11 14:39:01,user_4135,원룸,3,105,1
"이 오피스텔은 쾌적고 관리실도 불결해요. 채광이 좋아요, 하지만 관리비가 비싸요. 관리인은 친절해요. 복도는 좁고 조용해요. 이웃들은 친절해요. 부엌은 넓고 수납공간이 많아요. 택배 보관은 걱정해요.",2025-04-16 16:25:01,user_2982,도시형생활주택,5,111,0
"쾌적은 아파트입니다. 경비실가 불친절고, 난방이 잘 돼요. 단점은 관리비가 비싸요입니다. 방은 적당한 크기고 따뜻해요. 화장실은 적당한 크기고 환기가 잘 돼요. 부엌은 적당한 크기고 수납공간이 많아요.",2025-03-18 09:28:01,user_1308,단독주택,4,112,0
"단독주택이 별로고 관리실도 제대로한 편이에요. 채광이 좋아요, 그래도 주변에 편의 시설이 적어요 점이 좀 아쉬워요. 택배 보관은 안전해요. 복도는 좁고 조용해요. 창문은 작고 채광이 좋아요.",2025-04-11 09:18:01,user_4330,투룸,4,106,0
"여기 살면서 좋은 점은 환기가 잘 돼요이고, 아쉬운 점은 주변에 편의 시설이 적어요예요.  전반적으로 춥은 오피스텔입니다.  주차장은 좁고 주차하기 편해요.  이제 모르겠고 글자수나 채우자 여름에는 불쾌해요.  관리인은 무책임해요.",2025-03-20 17:15:01,user_7731,주택,2,108,1
"이 오피스텔은 괜찮고 전기도 부정확해요. 환기가 잘 돼요, 하지만 주변에 편의 시설이 적어요. 창문은 작고 소음이 잘 차단돼요. 겨울에는 따뜻해요. 부엌은 작고 사용하기 편해요. 복도는 좁고 밝아요.",2025-03-24 13:22:01,user_5254,원룸,1,111,0
"여기 살면서 좋은 점은 교통이 편리해요이고, 아쉬운 점은 햇빛이 잘 안 들어와요예요. 전반적으로 괜찮은 쓰리룸입니다. 관리인은 친절해요. 여름에는 덥해요. 화장실은 넓고 깨끗해요.",2025-03-28 12:42:01,user_5055,단독주택,3,100,0
다세대주택 불쾌한 편이에요.  택배함 친절게 관리되고 있어요.  관리가 잘 되고 있어요.  다만 단열이 잘 안돼요 점은 아쉽습니다.  이 정도면 충분할까요? 택배 보관은 안전해요.  복도는 적당한 크기고 밝아요.,2025-04-10 11:50:01,user_6603,다세대주택,5,100,1
"이 주택은 쾌적고 관리실도 지저분해요.  채광이 좋아요, 하지만 관리비가 비싸요.  부엌은 적당한 크기고 환기가 잘 돼요.  글자수 채우기 위한 내용 복도는 적당한 크기고 밝아요.  화장실은 넓고 환기가 잘 돼요.",2025-04-14 16:39:01,user_3238,오피스텔,4,101,1
"여기 살면서 좋은 점은 교통이 편리해요이고, 아쉬운 점은 관리비가 비싸요예요. 전반적으로 불쾌은 아파트입니다. 관리인은 무책임해요. 택배 보관은 편리해요. 화장실은 작고 수압이 좋아요.",2025-04-13 10:41:01,user_7530,단독주택,4,103,0
"오피스텔이 괜찮고 주차장도 신속한 편이에요. 방음이 잘 되어 있어요, 그래도 단열이 잘 안돼요 점이 좀 아쉬워요. 택배 보관은 안전해요. 창문은 작고 뷰가 좋아요. 부엌은 작고 환기가 잘 돼요.",2025-03-18 13:00:01,user_4020,다세대주택,4,108,0
원룸 좋한 편이에요. 난방 제대로게 관리되고 있어요. 넓고 쾌적해요. 다만 곰팡이가 잘 생겨요 점은 아쉽습니다. 부엌은 넓고 환기가 잘 돼요. 화장실은 넓고 깨끗해요. 이웃들은 조용해요.,2025-04-05 19:12:01,user_5969,단독주택,4,104,0
"최악은 아파트입니다. CCTV가 불친절고, 보안이 철저해요. 단점은 소음이 심해요입니다. 창문은 크고 채광이 좋아요. 여름에는 시원해요. 주차장은 좁고 안전해요. 이웃들은 시끄럽해요.",2025-04-15 15:52:01,user_1567,오피스텔,2,102,0
"오피스텔이 춥고 인터폰도 허술한 편이에요.  난방이 잘 돼요, 그래도 단열이 잘 안돼요 점이 좀 아쉬워요.  여름에는 불쾌해요.  리뷰쓰기 귀찮은데 어쩔수없네요 화장실은 적당한 크기고 깨끗해요.  택배 보관은 편리해요.",2025-04-16 13:50:01,user_7567,오피스텔,4,101,1
"이 오피스텔은 훌륭고 난방도 지저분해요. 교통이 편리해요, 하지만 방이 좁아요. 겨울에는 춥해요. 주차장은 좁고 항상 자리가 있어요. 여름에는 덥해요. 화장실은 넓고 깨끗해요. 부엌은 넓고 수납공간이 많아요.",2025-03-18 08:50:01,user_1495,오피스텔,3,116,0
"여기 살면서 좋은 점은 넓고 쾌적해요이고, 아쉬운 점은 주변에 편의 시설이 적어요예요. 전반적으로 괜찮은 오피스텔입니다. 방은 적당한 크기고 채광이 좋아요. 겨울에는 따뜻해요. 복도는 좁고 깨끗해요.",2025-03-17 14:12:01,user_3634,단독주택,3,111,0
"쓰리룸이 춥고 난방도 허술한 편이에요. 방음이 잘 되어 있어요, 그래도 곰팡이가 잘 생겨요 점이 좀 아쉬워요. 여름에는 불쾌해요. 겨울에는 불쾌해요. 복도는 적당한 크기고 밝아요.",2025-03-21 16:28:01,user_7019,원룸,3,100,0
"이 주택은 훌륭고 현관도 지저분해요. 주변 시설이 잘 갖춰져 있어요, 하지만 결로 현상이 있어요. 화장실은 넓고 깨끗해요. 창문은 크고 환기가 잘 돼요. 복도는 넓고 밝아요. 택배 보관은 편리해요.",2025-03-25 18:41:01,user_7297,투룸,5,110,0
"이 투룸은 따뜻고 수도도 친절해요.  환기가 잘 돼요, 하지만 소음이 심해요.  겨울에는 따뜻해요.  여름에는 시원해요.  동해물과 백두산이 마르고 닳도록 화장실은 작고 온수가 잘 나와요.  택배 보관은 걱정해요.  창문은 적당한 크기고 채광이 좋아요.",2025-04-13 08:48:01,user_3731,아파트,3,117,1
원룸 불만족스럽한 편이에요. 수도 제대로게 관리되고 있어요. 방음이 잘 되어 있어요. 다만 햇빛이 잘 안 들어와요 점은 아쉽습니다. 여름에는 불쾌해요. 관리인은 불친절해요. 창문은 크고 환기가 잘 돼요.,2025-03-24 19:40:01,user_8650,오피스텔,2,113,0
"불쾌은 아파트입니다. 가스가 부정확고, 넓고 쾌적해요. 단점은 결로 현상이 있어요입니다. 창문은 크고 채광이 좋아요. 복도는 넓고 안전해요. 관리인은 친절해요. 여름에는 시원해요.",2025-03-31 22:23:01,user_8582,투룸,3,100,0
"오피스텔이 불쾌고 엘리베이터도 지저분한 편이에요.  보안이 철저해요, 그래도 단열이 잘 안돼요 점이 좀 아쉬워요.  방은 넓고 시원해요.  더이상 쓸말이 없네요 글자수 채우기 택배 보관은 걱정해요.  부엌은 작고 환기가 잘  ㅡㅡ 돼요.",2025-04-08 11:19:01,user_2888,도시형생활주택,3,104,1
"빌라이 불만족스럽고 택배함도 허술한 편이에요. 환기가 잘 돼요, 그래도 주차 공간이 부족해요 점이 좀 아쉬워요. 창문은 작고 소음이 잘 차단돼요. 관리인은 책임감 있해요. 겨울에는 쾌적해요.",2025-04-07 14:12:01,user_6415,오피스텔,3,106,0
"이 오피스텔은 쾌적고 전기도 정확해요. 주변 시설이 잘 갖춰져 있어요, 하지만 주변에 편의 시설이 적어요. 겨울에는 따뜻해요. 여름에는 불쾌해요. 화장실은 적당한 크기고 깨끗해요.",2025-04-03 12:22:01,user_4539,오피스텔,4,100,0
"여기 살면서 좋은 점은 환기가 잘 돼요이고, 아쉬운 점은 단열이 잘 안돼요예요. 전반적으로 불만족스럽은 쓰리룸입니다. 겨울에는 춥해요. 화장실은 적당한 크기고 환기가 잘 돼요. 방은 작고 시원해요.",2025-04-04 17:27:01,user_8053,오피스텔,3,110,0
"이 도시형생활주택은 만족스럽고 주차장도 철저해요. 보안이 철저해요, 하지만 주차 공간이 부족해요. 복도는 넓고 안전해요. 겨울에는 춥해요. 이웃들은 무관심해요. 창문은 작고 채광이 좋아요.",2025-04-15 17:44:01,user_4950,빌라,2,105,0
"만족스럽은 아파트입니다. 현관가 허술고, 보안이 철저해요. 단점은 주차 공간이 부족해요입니다. 복도는 넓고 안전해요. 이웃들은 조용해요. 주차장은 좁고 주차하기 편해요. 방은 작고 채광이 좋아요.",2025-03-26 08:47:01,user_9677,빌라,4,109,0
"도시형생활주택이 춥고 경비실도 느리한 편이에요.  환기가 잘 돼요, 그래도 관리비가 비싸요 점이 좀 아쉬워요.  이웃들은 시끄럽해요.  글자수 채우기용 텍 ,,,,, 스트 창문은 적당한 크기고 환기가 잘 돼요.  관리인은 무책임해요.",2025-03-17 13:59:01,user_4513,원룸,3,106,1
"도시형생활주택이 별로고 택배함도 지저분한 편이에요. 난방이 잘 돼요, 그래도 주변에 편의 시설이 적어요 점이 좀 아쉬워요. 겨울에는 따뜻해요. 부엌은 적당한 크기고 수납공간이 많아요.",2025-03-26 13:55:01,user_3192,도시형생활주택,3,102,0
"이 다세대주택은 적당고 가스도 불친절해요. 주변 시설이 잘 갖춰져 있어요, 하지만 햇빛이 잘 안 들어와요. 택배 보관은 편리해요. 복도는 좁고 안전해요. 관리인은 무책임해요. 이웃들은 친절해요.",2025-03-31 13:06:01,user_1734,오피스텔,3,108,0
"여기 살면서 좋은 점은 관리가 잘 되고 있어요이고, 아쉬운 점은 결로 현상이 있어요예요. 전반적으로 불쾌은 단독주택입니다. 복도는 좁고 조용해요. 화장실은 넓고 환기가 잘 돼요. 방은 적당한 크기고 채광이 좋아요.",2025-03-20 14:30:01,user_2956,오피스텔,3,119,0
쓰리룸 괜찮한 편이에요. 가스 부정확게 관리되고 있어요바 보안이 철저해요. 다만 관리비가 비싸요 점은 아쉽습니다. 여름에는 쾌적해요. 화장실은 넓고 수압이 좋아요. 택배 보관은 편리해요.,2025-04-05 14:29:01,user_6110,다세대주택,3,104,0
"여기 살면서 좋은 점은 교통이 편리해요이고, 아쉬운 점은 엘리베이터가 느려요예요. 전반적으로 쾌적은 다세대주택입니다. 창문은 작고 환기가 잘 돼요. 방은 넓고 채광이 좋아요. 부엌은 작고 환기가 잘 돼요.",2025-04-13 08:17:01,user_3801,도시형생활주택,4,114,0
단독주택 조용한 편이에요. 전기 느리게 관리되고 있어요. 넓고 쾌적해요. 다만 주변에 편의 시설이 적어요 점은 아쉽습니다. 주차장은 적당한 크기고 밝아요. 관리인은 무책임해요. 택배 보관은 불편해요.,2025-04-11 19:20:01,user_4668,도시형생활주택,3,111,0
"이 투룸은 따뜻고 가스도 엉망해요.  관리가 잘 되고 있어요, 하지만 소음이 심해요.  이웃들은 시끄럽해요.  복도는 넓고 조용해요.  아무거나 적는 중이에요ㅋㅋㅋㅋㅋㅋㅋ 겨울에는 따뜻해요.  택배 보관은 안전해요.  화장실은 적당한 크기고 수압이 좋아요.",2025-03-20 12:27:01,user_3165,오피스텔,3,117,1
"여기 살면서 좋은 점은 보안이 철저해요이고, 아쉬운 점은 엘리베이터가 느려요예요.  전반적으로 쾌적은 오피스텔입니다.  화장실은 넓고 깨끗해요.  100자 이상 작성하라해서 적는중 복도는 넓고 깨끗해요.  이웃들은 시끄럽해요.",2025-04-01 09:24:01,user_1972,쓰리룸,3,103,1
"도시형생활주택이 별로고 엘리베이터도 철저한 편이에요. 방음이 잘 되어 있어요, 그래도 방이 좁아요 점이 좀 아쉬워요. 이웃들은 친절해요. 창문은 적당한 크기고 채광이 좋아요. 관리인은 책임감 있해요.",2025-03-21 11:28:01,user_9530,아파트,5,111,0
"오피스텔이 훌륭고 엘리베이터도 느리한 편이에요. 관리가 잘 되고 있어요, 그래도 주변에 편의 시설이 적어요 점이 좀 아쉬워요. 겨울에는 따뜻해요. 관리인은 친절해요. 주차장은 넓고 항상 자리가 있어요.",2025-04-05 20:02:01,user_5629,도시형생활주택,4,112,0
"여기 살면서 좋은 점은 환기가 잘 돼요이고, 아쉬운 점은 엘리베이터가 느려요예요. 전반적으로 최악은 오피스텔입니다. 택배 보관은 편리해요. 복도는 좁고 안전해요. 창문은 작고 뷰가 좋아요.",2025-03-26 11:06:01,user_9765,쓰리룸,4,105,0
